VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type
2,09/24/2018 01:34:11 PM,09/24/2018 01:46:36 PM,N,1,108,21,1,1.22,9.5,0,0.5,0,0,,0.3,10.3,1,1
2,09/24/2018 01:34:12 PM,09/24/2018 02:09:44 PM,N,1,17,123,1,6.5,26.5,0,0.5,0,0,,0.3,27.3,1,1
2,09/24/2018 01:34:17 PM,09/24/2018 01:47:13 PM,N,1,74,24,1,1.76,10.5,0,0.5,2.26,0,,0.3,13.56,1,1
2,09/24/2018 01:34:18 PM,09/24/2018 01:40:29 PM,N,1,41,75,1,1.19,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,09/24/2018 01:34:23 PM,09/24/2018 01:41:57 PM,N,1,65,49,1,1.67,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 01:34:25 PM,09/24/2018 01:36:55 PM,N,1,24,166,1,0.4,3.5,0,0.5,0,0,,0.3,4.3,2,1
2,09/24/2018 01:34:27 PM,09/24/2018 01:47:14 PM,N,5,208,32,1,5.67,17.07,0,0.5,0,0,,0,17.57,1,2
2,09/24/2018 01:34:27 PM,09/24/2018 01:56:38 PM,N,1,25,225,1,3.78,17,0,0.5,0,0,,0.3,17.8,2,1
2,09/24/2018 01:34:29 PM,09/24/2018 02:02:31 PM,N,5,91,181,1,5.36,20.48,0,0.5,0,0,,0,20.98,1,2
2,09/24/2018 01:34:30 PM,09/24/2018 01:47:56 PM,N,1,55,55,1,2.04,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,09/24/2018 01:34:35 PM,09/24/2018 02:07:03 PM,N,1,17,14,1,10.29,34.5,0,0.5,0,0,,0.3,35.3,1,1
1,09/24/2018 01:34:46 PM,09/24/2018 01:49:29 PM,N,1,129,95,1,4.8,16.5,0,0.5,1,0,,0.3,18.3,1,1
2,09/24/2018 01:34:50 PM,09/24/2018 01:39:57 PM,N,1,223,223,1,1.26,6,0,0.5,1.36,0,,0.3,8.16,1,1
2,09/24/2018 01:34:52 PM,09/24/2018 01:42:37 PM,N,1,41,74,1,1.26,7,0,0.5,1.95,0,,0.3,9.75,1,1
2,09/24/2018 01:34:58 PM,09/24/2018 01:54:07 PM,N,1,66,13,1,3.84,17,0,0.5,2.7,0,,0.3,20.5,1,1
2,09/24/2018 01:34:58 PM,09/24/2018 02:00:54 PM,N,1,223,102,1,10.66,32.5,0,0.5,0,0,,0.3,33.3,2,1
2,09/24/2018 01:34:59 PM,09/24/2018 01:48:14 PM,N,1,83,179,1,3.67,13,0,0.5,0,0,,0.3,13.8,2,1
2,09/24/2018 01:35:00 PM,09/24/2018 01:39:23 PM,N,1,95,95,1,0.89,5,0,0.5,0,0,,0.3,5.8,2,1
2,09/24/2018 01:35:02 PM,09/24/2018 01:43:14 PM,N,1,25,97,1,0.56,6.5,0,0.5,0,0,,0.3,7.3,1,1
2,09/24/2018 01:35:04 PM,09/24/2018 01:51:12 PM,N,1,75,262,5,1.77,11.5,0,0.5,2.46,0,,0.3,14.76,1,1
2,09/24/2018 01:35:07 PM,09/24/2018 01:37:58 PM,N,1,134,134,1,0.21,4,0,0.5,0,0,,0.3,4.8,2,1
2,09/24/2018 01:35:11 PM,09/24/2018 01:44:34 PM,N,1,74,42,5,1.38,8,0,0.5,0,0,,0.3,8.8,2,1
2,09/24/2018 01:35:11 PM,09/24/2018 02:04:10 PM,N,5,51,241,1,5.53,17.01,0,0.5,0,0,,0,17.51,1,2
2,09/24/2018 01:35:12 PM,09/24/2018 01:46:47 PM,N,1,72,71,2,1.36,9,0,0.5,0,0,,0.3,9.8,1,1
1,09/24/2018 01:35:17 PM,09/24/2018 01:41:38 PM,N,1,17,17,1,1,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 01:35:18 PM,09/24/2018 01:47:38 PM,N,1,95,95,1,0.72,8.5,0,0.5,0,0,,0.3,9.3,1,1
1,09/24/2018 01:35:19 PM,09/24/2018 01:39:06 PM,N,1,166,166,1,0.6,4.5,0,0.5,0,0,,0.3,5.3,2,1
2,09/24/2018 01:35:23 PM,09/24/2018 01:45:05 PM,N,1,112,255,1,1.81,8.5,0,0.5,1.86,0,,0.3,11.16,1,1
2,09/24/2018 01:35:31 PM,09/24/2018 01:43:58 PM,N,1,7,193,1,1.51,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 01:35:34 PM,09/24/2018 01:41:34 PM,N,1,65,66,1,0.91,6,0,0.5,0,0,,0.3,6.8,1,1
1,09/24/2018 01:35:35 PM,09/24/2018 01:52:41 PM,Y,1,25,181,1,2.7,13,0,0.5,0,0,,0.3,13.8,2,1
2,09/24/2018 01:35:37 PM,09/24/2018 01:38:54 PM,N,1,42,42,5,0.38,4,0,0.5,0,0,,0.3,4.8,2,1
2,09/24/2018 01:35:40 PM,09/24/2018 01:49:54 PM,N,1,74,138,1,6.72,20.5,0,0.5,5.41,5.76,,0.3,32.47,1,1
2,09/24/2018 01:35:49 PM,09/24/2018 01:41:21 PM,N,1,41,74,1,0.63,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,09/24/2018 01:35:49 PM,09/24/2018 01:49:55 PM,N,1,52,189,1,1.87,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,09/24/2018 01:35:50 PM,09/24/2018 01:44:39 PM,N,1,75,238,5,1.29,8,0,0.5,0,0,,0.3,8.8,2,1
2,09/24/2018 01:35:52 PM,09/24/2018 01:49:56 PM,N,1,41,151,1,1.81,11,0,0.5,1.77,0,,0.3,13.57,1,1
2,09/24/2018 01:35:54 PM,09/24/2018 02:06:02 PM,N,1,65,100,1,6.73,26.5,0,0.5,6.82,0,,0.3,34.12,1,1
2,09/24/2018 01:35:56 PM,09/24/2018 01:41:00 PM,N,1,190,181,1,1.09,6,0,0.5,2.04,0,,0.3,8.84,1,1
2,09/24/2018 01:35:58 PM,09/24/2018 01:43:11 PM,N,1,152,24,1,1.39,7,0,0.5,0,0,,0.3,7.8,2,1
2,09/24/2018 01:35:59 PM,09/24/2018 01:45:50 PM,N,1,91,155,1,0.43,7.5,0,0.5,0,0,,0.3,8.3,1,1
2,09/24/2018 01:36:01 PM,09/24/2018 01:39:01 PM,N,1,7,7,1,0.83,4.5,0,0.5,1.06,0,,0.3,6.36,1,1
2,09/24/2018 01:36:03 PM,09/24/2018 01:58:47 PM,N,1,74,244,1,3.71,16.5,0,0.5,3,0,,0.3,20.3,1,1
2,09/24/2018 01:36:04 PM,09/24/2018 01:47:52 PM,N,1,97,66,1,1.46,9,0,0.5,1.96,0,,0.3,11.76,1,1
2,09/24/2018 01:36:04 PM,09/24/2018 01:45:00 PM,N,1,95,28,3,1.91,9,0,0.5,0,0,,0.3,9.8,2,1
2,09/24/2018 01:36:05 PM,09/24/2018 01:57:17 PM,N,1,97,231,1,3.6,16,0,0.5,3.36,0,,0.3,22.11,1,1
2,09/24/2018 01:36:07 PM,09/24/2018 01:57:24 PM,N,1,25,17,1,3.16,15.5,0,0.5,0,0,,0.3,16.3,1,1
2,09/24/2018 01:36:09 PM,09/24/2018 02:07:27 PM,N,1,181,76,1,5.61,24,0,0.5,0,0,,0.3,24.8,2,1
2,09/24/2018 01:36:13 PM,09/24/2018 01:52:55 PM,N,1,7,129,6,3.68,15.5,0,0.5,0,0,,0.3,16.3,2,1
1,09/24/2018 01:36:27 PM,09/24/2018 01:55:47 PM,N,1,33,49,1,2,13.5,0,0.5,0,0,,0.3,14.3,2,1
2,09/24/2018 01:36:38 PM,09/24/2018 02:03:06 PM,N,5,196,175,1,8.85,20.87,0,0.5,0,0,,0,21.37,1,2
2,09/24/2018 01:36:41 PM,09/24/2018 01:44:57 PM,N,1,196,173,1,1.19,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 01:36:43 PM,09/24/2018 02:02:11 PM,N,1,223,70,1,2.96,17.5,0,0.5,20,0,,0.3,38.3,1,1
2,09/24/2018 01:36:43 PM,09/24/2018 02:18:44 PM,N,1,205,225,1,12.82,41.5,0,0.5,0,0,,0.3,42.3,1,1
1,09/24/2018 01:36:48 PM,09/24/2018 01:54:21 PM,N,5,74,69,1,2.9,0,0,0,0,0,,0,0,2,2
2,09/24/2018 01:36:53 PM,09/24/2018 01:44:09 PM,N,1,51,51,1,1.22,7,0,0.5,0,0,,0.3,7.8,1,1
2,09/24/2018 01:37:00 PM,09/24/2018 02:07:18 PM,N,1,61,76,1,5.08,22,0,0.5,0,0,,0.3,22.8,1,1
1,09/24/2018 01:37:09 PM,09/24/2018 01:50:49 PM,N,1,255,79,1,2.6,12,0,0.5,0,0,,0.3,12.8,2,1
2,09/24/2018 01:37:22 PM,09/24/2018 01:44:31 PM,N,1,82,129,1,0.82,6.5,0,0.5,1.82,0,,0.3,9.12,1,1
2,09/24/2018 01:37:23 PM,09/24/2018 02:24:57 PM,N,5,254,10,1,24.8,60.68,0,0.5,0,5.76,,0,66.94,1,2
2,09/24/2018 01:37:27 PM,09/24/2018 01:44:19 PM,N,1,174,174,5,0.96,6,0,0.5,0,0,,0.3,6.8,1,1
2,09/24/2018 01:37:35 PM,09/24/2018 01:46:25 PM,N,1,41,116,1,1.47,8,0,0.5,1.2,0,,0.3,10,1,1
2,09/24/2018 01:37:36 PM,09/24/2018 02:01:20 PM,N,1,75,4,2,6.04,21.5,0,0.5,0,0,,0.3,22.3,1,1
2,09/24/2018 01:37:37 PM,09/24/2018 01:55:19 PM,N,1,190,66,1,3.89,15,0,0.5,0,0,,0.3,15.8,2,1
2,09/24/2018 01:37:40 PM,09/24/2018 01:44:16 PM,N,1,97,25,1,0.76,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 01:37:55 PM,09/24/2018 01:37:57 PM,N,5,243,243,1,0,10,0,0,0,0,,0,10,1,2
1,09/24/2018 01:37:57 PM,09/24/2018 01:40:37 PM,N,1,181,181,1,0.5,4,0,0.5,0,0,,0.3,4.8,2,1
2,09/24/2018 01:38:00 PM,09/24/2018 01:49:07 PM,N,1,166,244,1,2.83,11,0,0.5,2.95,0,,0.3,14.75,1,1
2,09/24/2018 01:38:05 PM,09/24/2018 02:10:52 PM,N,5,180,19,1,9.51,28.03,0,0.5,0,0,,0,28.53,1,2
2,09/24/2018 01:38:07 PM,09/24/2018 01:44:15 PM,N,1,25,25,1,0.93,6,0,0.5,1.36,0,,0.3,8.16,1,1
1,09/24/2018 01:38:07 PM,09/24/2018 02:14:51 PM,N,1,149,85,2,4.4,24.5,0,0.5,3,0,,0.3,28.3,1,1
2,09/24/2018 01:38:18 PM,09/24/2018 01:46:57 PM,N,1,74,75,1,1.2,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 01:38:22 PM,09/24/2018 01:42:19 PM,N,1,166,152,1,0.71,5,0,0.5,1.16,0,,0.3,6.96,1,1
2,09/24/2018 01:38:23 PM,09/24/2018 01:49:27 PM,N,1,74,141,1,2.81,11,0,0.5,2.36,0,,0.3,14.16,1,1
2,09/24/2018 01:38:23 PM,09/24/2018 01:45:46 PM,N,1,82,138,2,3.28,11.5,0,0.5,3,0,,0.3,15.3,1,1
2,09/24/2018 01:38:25 PM,09/24/2018 02:07:41 PM,N,1,166,230,1,4.25,20,0,0.5,4.16,0,,0.3,24.96,1,1
2,09/24/2018 01:38:25 PM,09/24/2018 01:40:58 PM,N,1,152,166,1,0.41,4,0,0.5,0,0,,0.3,4.8,1,1
1,09/24/2018 01:38:27 PM,09/24/2018 02:35:40 PM,N,1,159,230,1,8.1,39,0,0.5,11.9,0,,0.3,51.7,1,1
2,09/24/2018 01:38:34 PM,09/24/2018 01:49:34 PM,N,1,129,82,1,1.62,8.5,0,0.5,0,0,,0.3,9.3,2,1
2,09/24/2018 01:38:35 PM,09/24/2018 01:57:25 PM,N,5,17,89,1,4.26,15.42,0,0.5,0,0,,0,15.92,1,2
2,09/24/2018 01:38:39 PM,09/24/2018 01:46:29 PM,N,1,182,242,1,1.46,7,0,0.5,0,0,,0.3,7.8,1,1
2,09/24/2018 01:38:39 PM,09/24/2018 01:44:18 PM,N,1,74,41,1,0.84,6,0,0.5,0,0,,0.3,6.8,2,1
1,09/24/2018 01:38:40 PM,09/24/2018 02:00:59 PM,N,5,75,140,1,2.8,0,0,0,0,0,,0,0,5,2
2,09/24/2018 01:38:41 PM,09/24/2018 01:46:24 PM,N,1,95,196,1,1.8,8,0,0.5,0,0,,0.3,8.8,2,1
2,09/24/2018 01:38:42 PM,09/24/2018 01:45:37 PM,N,1,74,41,1,1.27,7,0,0.5,0,0,,0.3,7.8,2,1
1,09/24/2018 01:38:45 PM,09/24/2018 01:49:50 PM,N,1,7,141,1,2.7,11.5,0,0.5,0,0,,0.3,12.3,3,1
1,09/24/2018 01:38:47 PM,09/24/2018 01:46:15 PM,N,1,74,75,1,1.2,7,0,0.5,5,0,,0.3,12.8,1,1
2,09/24/2018 01:38:49 PM,09/24/2018 01:50:00 PM,N,1,7,129,1,2.37,10.5,0,0.5,3,0,,0.3,14.3,1,1
2,09/24/2018 01:38:49 PM,09/24/2018 01:50:01 PM,N,1,159,69,1,1.84,9.5,0,0.5,0,0,,0.3,10.3,1,1
2,09/24/2018 01:38:51 PM,09/24/2018 02:00:02 PM,N,1,55,22,1,3.58,16,0,0.5,0,0,,0.3,16.8,1,1
1,09/24/2018 01:38:52 PM,09/24/2018 01:46:33 PM,N,1,74,75,1,1.3,7,0,0.5,0,0,,0.3,7.8,2,1
2,09/24/2018 01:38:52 PM,09/24/2018 01:46:50 PM,N,1,82,82,1,1.14,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,09/24/2018 01:38:54 PM,09/24/2018 01:58:00 PM,N,1,196,82,1,1.45,12.5,0,0.5,0,0,,0.3,13.3,1,1
2,09/24/2018 01:38:55 PM,09/24/2018 01:50:09 PM,N,1,42,166,1,1.84,9.5,0,0.5,0,0,,0.3,10.3,2,1
2,09/24/2018 01:38:57 PM,09/24/2018 01:42:12 PM,N,1,41,41,1,0.3,4,0,0.5,0.96,0,,0.3,5.76,1,1
2,09/24/2018 01:39:01 PM,09/24/2018 01:52:45 PM,N,1,83,15,1,9.1,25.5,0,0.5,0,0,,0.3,26.3,2,1
2,09/24/2018 01:39:05 PM,09/24/2018 01:48:42 PM,N,1,43,166,1,1.87,9,0,0.5,1.96,0,,0.3,11.76,1,1
2,09/24/2018 01:39:08 PM,09/24/2018 01:44:38 PM,N,1,42,74,1,1,5.5,0,0.5,0,0,,0.3,6.3,1,1
2,09/24/2018 01:39:10 PM,09/24/2018 01:49:49 PM,N,1,95,95,1,1.49,8.5,0,0.5,0,0,,0.3,9.3,1,1
2,09/24/2018 01:39:10 PM,09/24/2018 01:56:21 PM,N,4,95,265,2,9.63,30,0,0.5,6.16,0,,0.3,36.96,1,1
2,09/24/2018 01:39:15 PM,09/24/2018 02:00:29 PM,N,1,74,140,1,3.6,16.5,0,0.5,4.32,0,,0.3,21.62,1,1
2,09/24/2018 01:39:17 PM,09/24/2018 02:11:20 PM,N,1,193,236,1,4.54,23.5,0,0.5,4.86,0,,0.3,29.16,1,1
2,09/24/2018 01:39:26 PM,09/24/2018 01:57:22 PM,N,1,108,55,1,3.7,15,0,0.5,0,0,,0.3,15.8,2,1
2,09/24/2018 01:39:31 PM,09/24/2018 01:49:50 PM,N,1,7,226,1,1.97,9.5,0,0.5,2.58,0,,0.3,12.88,1,1
2,09/24/2018 01:39:33 PM,09/24/2018 01:47:58 PM,N,1,82,138,1,3.19,11.5,0,0.5,2.46,0,,0.3,14.76,1,1
2,09/24/2018 01:39:35 PM,09/24/2018 01:49:29 PM,N,1,82,82,1,0.95,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 01:39:38 PM,09/24/2018 01:51:20 PM,N,1,70,129,1,2.16,10,0,0.5,0,0,,0.3,10.8,2,1
2,09/24/2018 01:39:40 PM,09/24/2018 01:47:40 PM,N,1,97,225,1,2.09,8.5,0,0.5,0,0,,0.3,9.3,2,1
2,09/24/2018 01:39:42 PM,09/24/2018 01:47:21 PM,N,1,244,243,1,0.89,6.5,0,0.5,1.82,0,,0.3,9.12,1,1
2,09/24/2018 01:39:43 PM,09/24/2018 01:51:34 PM,N,1,36,157,5,1.39,9,0,0.5,1.96,0,,0.3,13.71,1,1
2,09/24/2018 01:39:48 PM,09/24/2018 01:44:20 PM,N,1,243,244,1,0.37,4.5,0,0.5,0,0,,0.3,5.3,2,1
2,09/24/2018 01:39:53 PM,09/24/2018 02:08:18 PM,N,1,33,162,1,7.6,28,0,0.5,7.2,0,,0.3,36,1,1
2,09/24/2018 01:39:53 PM,09/24/2018 01:46:09 PM,N,1,7,179,1,0.6,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,09/24/2018 01:39:59 PM,09/24/2018 02:44:45 PM,N,1,14,166,1,16.42,57.5,0,0.5,0,5.76,,0.3,64.06,1,1
2,09/24/2018 01:40:05 PM,09/24/2018 01:49:14 PM,N,1,41,75,1,1.26,8,0,0.5,0,0,,0.3,8.8,2,1
2,09/24/2018 01:40:05 PM,09/24/2018 01:51:29 PM,N,1,74,166,1,1.95,9.5,0,0.5,2.06,0,,0.3,12.36,1,1
2,09/24/2018 01:40:08 PM,09/24/2018 01:46:57 PM,N,5,244,244,1,0.53,8,0,0,0,0,,0,8,2,2
2,09/24/2018 01:40:11 PM,09/24/2018 01:49:42 PM,N,1,159,168,1,1.57,8,0,0.5,0,0,,0.3,8.8,1,1
2,09/24/2018 01:40:13 PM,09/24/2018 01:44:17 PM,N,1,41,166,1,0.81,5,0,0.5,0,0,,0.3,5.8,2,1
2,09/24/2018 01:40:13 PM,09/24/2018 01:47:21 PM,N,1,226,7,1,1.44,7,0,0.5,0,0,,0.3,7.8,2,1
2,09/24/2018 01:40:23 PM,09/24/2018 01:56:50 PM,N,1,41,236,1,2.73,12.5,0,0.5,2.66,0,,0.3,15.96,1,1
1,09/24/2018 01:40:24 PM,09/24/2018 01:55:30 PM,N,1,74,127,1,5.2,17.5,0,0.5,5.45,0,,0.3,23.75,1,1
1,09/24/2018 01:40:27 PM,09/24/2018 02:38:09 PM,N,1,265,265,2,56.3,141.5,0,0.5,0,0,,0.3,142.3,3,1
2,09/24/2018 01:40:31 PM,09/24/2018 01:50:49 PM,N,1,129,129,1,1.28,8,0,0.5,0,0,,0.3,8.8,2,1
1,09/24/2018 01:40:32 PM,09/24/2018 01:49:04 PM,N,1,129,70,1,1.3,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 01:40:34 PM,09/24/2018 02:52:19 PM,N,1,213,231,1,18.85,65,0,0.5,0,0,,0.3,65.8,1,1
2,09/24/2018 01:40:37 PM,09/24/2018 01:51:27 PM,N,1,74,69,6,2.04,9,0,0.5,0,0,,0.3,9.8,2,1
1,09/24/2018 01:40:40 PM,09/24/2018 01:53:40 PM,N,1,166,75,1,2,10.5,0,0.5,2.25,0,,0.3,13.55,1,1
2,09/24/2018 01:40:43 PM,09/24/2018 01:47:38 PM,N,1,25,181,1,1.17,7,0,0.5,1.56,0,,0.3,9.36,1,1
2,09/24/2018 01:40:48 PM,09/24/2018 01:56:20 PM,N,1,74,262,1,2.76,12.5,0,0.5,2,0,,0.3,15.3,1,1
2,09/24/2018 01:40:50 PM,09/24/2018 01:59:39 PM,N,1,226,82,1,2.98,14,0,0.5,0,0,,0.3,14.8,1,1
2,09/24/2018 01:40:53 PM,09/24/2018 01:45:27 PM,N,1,254,254,1,1.02,5.5,0,0.5,0,0,,0.3,6.3,1,1
2,09/24/2018 01:41:02 PM,09/24/2018 02:03:39 PM,N,1,75,138,6,8.13,26.5,0,0.5,6.61,5.76,,0.3,39.67,1,1
2,09/24/2018 01:41:02 PM,09/24/2018 01:47:47 PM,N,1,74,75,1,0.77,6,0,0.5,0,0,,0.3,6.8,1,1
2,09/24/2018 01:41:07 PM,09/24/2018 01:57:57 PM,N,1,75,141,1,2.25,12.5,0,0.5,0,0,,0.3,13.3,2,1
2,09/24/2018 01:41:08 PM,09/24/2018 01:44:54 PM,N,1,52,25,1,0.58,4.5,0,0.5,1.06,0,,0.3,6.36,1,1
2,09/24/2018 01:41:09 PM,09/24/2018 01:48:55 PM,N,1,244,244,2,0.83,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,09/24/2018 01:41:12 PM,09/24/2018 01:55:00 PM,N,1,166,238,1,2.58,11,0,0.5,0,0,,0.3,11.8,2,1
2,09/24/2018 01:41:20 PM,09/24/2018 01:52:48 PM,N,1,166,42,1,1.94,10,0,0.5,0,0,,0.3,10.8,2,1
2,09/24/2018 01:41:23 PM,09/24/2018 03:00:59 PM,N,5,17,162,1,11.34,29.8,0,0.5,0,0,,0,30.3,1,2
2,09/24/2018 01:41:31 PM,09/24/2018 01:51:57 PM,N,1,181,133,1,2.63,10.5,0,0.5,0,0,,0.3,11.3,2,1
1,09/24/2018 01:41:35 PM,09/24/2018 02:00:16 PM,N,1,129,223,2,2,13,0,0.5,0,0,,0.3,13.8,2,1
2,09/24/2018 01:41:38 PM,09/24/2018 01:59:37 PM,N,1,94,254,5,2.79,14,0,0.5,0,0,,0.3,14.8,1,1
2,09/24/2018 01:41:39 PM,09/24/2018 01:49:12 PM,N,1,244,116,1,0.94,7,0,0.5,0,0,,0.3,7.8,2,1
2,09/24/2018 01:41:40 PM,09/24/2018 02:10:08 PM,N,1,43,162,1,2.6,18.5,0,0.5,2.5,0,,0.3,21.8,1,1
2,09/24/2018 01:41:40 PM,09/24/2018 01:53:13 PM,N,1,82,138,1,3.83,14,0,0.5,0,0,,0.3,14.8,2,1
2,09/24/2018 01:41:40 PM,09/24/2018 01:54:58 PM,N,1,181,49,1,2.12,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,09/24/2018 01:41:43 PM,09/24/2018 01:45:40 PM,N,1,75,75,1,0.64,4.5,0,0.5,0,0,,0.3,5.3,1,1
2,09/24/2018 01:41:43 PM,09/24/2018 02:34:47 PM,N,5,65,51,1,19.03,51.35,0,0.5,0,5.76,,0.3,57.91,1,1
2,09/24/2018 01:41:45 PM,09/24/2018 01:46:37 PM,N,1,41,41,2,0.95,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,09/24/2018 01:41:46 PM,09/24/2018 01:45:12 PM,N,1,196,95,2,0.7,4.5,0,0.5,0,0,,0.3,5.3,2,1
2,09/24/2018 01:41:47 PM,09/24/2018 01:59:35 PM,N,1,244,152,1,3.78,15.5,0,0.5,0,0,,0.3,16.3,2,1
2,09/24/2018 01:41:50 PM,09/24/2018 02:04:20 PM,N,1,166,229,1,5.32,20,0,0.5,5.2,0,,0.3,26,1,1
2,09/24/2018 01:41:51 PM,09/24/2018 02:01:03 PM,N,1,33,97,2,2.01,13,0,0.5,0,0,,0.3,13.8,1,1
2,09/24/2018 01:41:52 PM,09/24/2018 01:47:15 PM,N,1,40,106,1,0.91,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 01:41:57 PM,09/24/2018 02:04:07 PM,N,1,255,113,1,4.03,18,0,0.5,0,0,,0.3,18.8,2,1
2,09/24/2018 01:41:58 PM,09/24/2018 01:51:29 PM,N,1,223,138,1,2.85,11.5,0,0.5,1.84,0,,0.3,14.14,1,1
2,09/24/2018 01:42:01 PM,09/24/2018 01:57:21 PM,N,1,74,141,6,2.65,12,0,0.5,2.56,0,,0.3,15.36,1,1
2,09/24/2018 01:42:07 PM,09/24/2018 02:31:59 PM,N,1,205,227,1,24.3,70,0,0.5,0,0,,0.3,70.8,1,1
2,09/24/2018 01:42:08 PM,09/24/2018 02:06:35 PM,N,1,166,254,1,9.49,28.5,0,0.5,0,0,,0.3,29.3,1,1
2,09/24/2018 01:42:13 PM,09/24/2018 01:47:41 PM,N,1,74,41,1,0.6,5.5,0,0.5,1.26,0,,0.3,7.56,1,1
2,09/24/2018 01:42:19 PM,09/24/2018 02:03:02 PM,N,1,42,238,1,2.94,14.5,0,0.5,0,0,,0.3,15.3,2,1
2,09/24/2018 01:42:24 PM,09/24/2018 02:06:16 PM,N,5,65,61,1,4.51,16.17,0,0.5,0,0,,0,16.67,1,2
1,09/24/2018 01:42:25 PM,09/24/2018 02:12:24 PM,N,1,166,48,1,3.4,20,0,0.5,2,0,,0.3,22.8,1,1
1,09/24/2018 01:42:31 PM,09/24/2018 01:54:41 PM,N,1,41,75,1,2,9.5,0,0.5,0,0,,0.3,10.3,4,1
2,09/24/2018 01:42:33 PM,09/24/2018 01:55:14 PM,N,1,72,85,1,1.69,10,0,0.5,0,0,,0.3,10.8,1,1
2,09/24/2018 01:42:35 PM,09/24/2018 01:58:32 PM,N,1,152,238,1,2.53,13,0,0.5,2.76,0,,0.3,16.56,1,1
2,09/24/2018 01:42:35 PM,09/24/2018 01:49:05 PM,N,1,61,61,1,0.57,5.5,0,0.5,0,0,,0.3,6.3,1,1
1,09/24/2018 01:42:37 PM,09/24/2018 01:51:29 PM,N,1,108,29,1,1.6,8,0,0.5,1.32,0,,0.3,10.12,1,1
2,09/24/2018 01:42:38 PM,09/24/2018 02:03:07 PM,N,1,92,7,1,6.08,21,0,0.5,5.45,0,,0.3,27.25,1,1
2,09/24/2018 01:42:39 PM,09/24/2018 01:49:39 PM,N,1,39,222,1,2.1,9,0,0.5,0,0,,0.3,9.8,1,1
2,09/24/2018 01:42:40 PM,09/24/2018 02:00:30 PM,N,1,149,149,1,1.03,11.5,0,0.5,0,0,,0.3,12.3,1,1
2,09/24/2018 01:42:44 PM,09/24/2018 01:46:23 PM,N,1,244,116,1,0.52,4.5,0,0.5,0,0,,0.3,5.3,2,1
2,09/24/2018 01:42:47 PM,09/24/2018 01:52:52 PM,N,1,189,181,5,0.95,8,0,0.5,0,0,,0.3,8.8,1,1
1,09/24/2018 01:42:52 PM,09/24/2018 01:52:58 PM,N,1,65,181,1,1.6,8.5,0,0.5,1.86,0,,0.3,11.16,1,1
2,09/24/2018 01:43:07 PM,09/24/2018 01:44:59 PM,N,1,78,78,1,0.2,3.5,0,0.5,0,0,,0.3,4.3,2,1
2,09/24/2018 01:43:19 PM,09/24/2018 01:49:36 PM,N,1,74,75,1,1.16,6.5,0,0.5,1.7,0,,0.3,9,1,1
2,09/24/2018 01:43:26 PM,09/24/2018 01:47:08 PM,N,1,7,146,1,0.99,5,0,0.5,1.16,0,,0.3,6.96,1,1
2,09/24/2018 01:43:27 PM,09/24/2018 01:55:54 PM,N,1,43,238,1,1.9,9.5,0,0.5,0,0,,0.3,10.3,2,1
2,09/24/2018 01:43:32 PM,09/24/2018 01:53:00 PM,N,1,95,134,1,1.95,9,0,0.5,0,0,,0.3,9.8,2,1
2,09/24/2018 01:43:32 PM,09/24/2018 02:03:01 PM,N,1,75,138,1,8.04,24,0,0.5,3,5.76,,0.3,33.56,1,1
2,09/24/2018 01:43:33 PM,09/24/2018 02:36:22 PM,N,1,242,33,1,18.55,55,0,0.5,0,0,,0.3,55.8,1,1
2,09/24/2018 01:43:33 PM,09/24/2018 02:19:06 PM,N,5,157,48,1,6.35,20.95,0,0.5,0,5.76,,0,27.21,1,2
2,09/24/2018 01:43:42 PM,09/24/2018 01:54:30 PM,N,1,74,41,1,1.5,9,0,0.5,0,0,,0.3,9.8,2,1
2,09/24/2018 01:43:43 PM,09/24/2018 02:00:47 PM,N,1,97,225,1,3.29,14,0,0.5,0,0,,0.3,14.8,1,1
2,09/24/2018 01:43:46 PM,09/24/2018 02:02:11 PM,N,1,60,250,1,3.47,15,0,0.5,0,0,,0.3,15.8,1,1
