VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type
2,09/24/2018 07:00:59 AM,09/24/2018 07:32:50 AM,N,1,7,43,2,4.44,21.5,0,0.5,4.46,0,,0.3,26.76,1,1
2,09/24/2018 07:01:07 AM,09/24/2018 07:07:21 AM,N,1,166,41,1,0.89,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 07:01:13 AM,09/24/2018 07:45:52 AM,N,1,47,125,1,12.89,42,0,0.5,0,0,,0.3,42.8,1,1
2,09/24/2018 07:01:16 AM,09/24/2018 07:13:43 AM,N,1,213,254,1,4.45,15.5,0,0.5,0,0,,0.3,16.3,1,1
2,09/24/2018 07:01:18 AM,09/24/2018 07:11:35 AM,N,1,74,126,1,2.84,11,0,0.5,0,0,,0.3,11.8,2,1
2,09/24/2018 07:01:28 AM,09/24/2018 07:08:56 AM,N,1,41,43,1,2.07,8.5,0,0.5,2.32,0,,0.3,11.62,1,1
2,09/24/2018 07:01:28 AM,09/24/2018 07:13:50 AM,N,1,66,49,1,2.33,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,09/24/2018 07:01:35 AM,09/24/2018 08:17:08 AM,N,1,198,78,2,22.29,70.5,0,0.5,0,0,,0.3,71.3,1,1
1,09/24/2018 07:01:36 AM,09/24/2018 08:20:09 AM,N,1,51,195,1,24.6,72.5,0,0.5,11.86,5.76,,0.3,90.92,1,1
2,09/24/2018 07:01:37 AM,09/24/2018 07:19:17 AM,N,1,32,242,1,2.94,13.5,0,0.5,0,0,,0.3,14.3,1,1
2,09/24/2018 07:01:38 AM,09/24/2018 07:36:25 AM,N,1,212,137,5,10.42,31.5,0,0.5,0,5.76,,0.3,38.06,1,1
2,09/24/2018 07:01:47 AM,09/24/2018 07:28:24 AM,N,1,195,89,1,5.51,22,0,0.5,0,0,,0.3,22.8,1,1
2,09/24/2018 07:01:49 AM,09/24/2018 09:08:05 AM,N,1,91,162,1,17.31,87,0,0.5,0,5.76,,0.3,93.56,1,1
2,09/24/2018 07:01:55 AM,09/24/2018 07:05:53 AM,N,1,41,166,1,0.85,5,0,0.5,0,0,,0.3,5.8,1,1
2,09/24/2018 07:01:58 AM,09/24/2018 07:10:40 AM,N,1,40,33,1,1.65,8,0,0.5,1.76,0,,0.3,10.56,1,1
1,09/24/2018 07:01:58 AM,09/24/2018 07:14:38 AM,N,1,216,180,1,2.6,11,0,0.5,1.77,0,,0.3,13.57,1,1
2,09/24/2018 07:01:58 AM,09/24/2018 07:33:39 AM,N,1,133,25,6,4.04,22,0,0.5,0,0,,0.3,22.8,1,1
1,09/24/2018 07:02:07 AM,09/24/2018 07:12:27 AM,N,1,152,238,1,2.6,10,0,0.5,2,0,,0.3,12.8,1,1
2,09/24/2018 07:02:23 AM,09/24/2018 07:07:08 AM,N,1,75,41,1,1.37,6.5,0,0.5,0,0,,0.3,7.3,2,1
1,09/24/2018 07:02:28 AM,09/24/2018 07:25:26 AM,N,1,85,35,1,3.4,17.5,0.5,0.5,2.82,0,,0.3,21.62,1,1
2,09/24/2018 07:02:33 AM,09/24/2018 07:18:37 AM,N,1,129,7,1,2.21,12,0,0.5,0,0,,0.3,12.8,1,1
2,09/24/2018 07:02:42 AM,09/24/2018 08:08:16 AM,N,1,205,37,2,11.22,46,0,0.5,0,0,,0.3,46.8,1,1
2,09/24/2018 07:02:45 AM,09/24/2018 07:11:46 AM,N,1,41,74,5,1.4,8,0,0.5,1.76,0,,0.3,10.56,1,1
2,09/24/2018 07:02:46 AM,09/24/2018 07:05:03 AM,N,1,42,42,1,0.04,3.5,0,0.5,0,0,,0.3,4.3,2,1
2,09/24/2018 07:02:46 AM,09/24/2018 07:07:27 AM,N,1,152,41,1,1.15,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 07:02:49 AM,09/24/2018 07:14:38 AM,N,1,61,225,1,1.54,9,0,0.5,0,0,,0.3,9.8,1,1
2,09/24/2018 07:02:49 AM,09/24/2018 07:36:42 AM,N,1,63,56,1,9.19,32,0,0.5,0,0,,0.3,32.8,1,1
2,09/24/2018 07:02:50 AM,09/24/2018 07:05:29 AM,N,1,166,166,1,0.73,4.5,0,0.5,1.06,0,,0.3,6.36,1,1
2,09/24/2018 07:02:52 AM,09/24/2018 07:59:55 AM,N,1,210,140,1,20.94,62,0,0.5,0,5.76,,0.3,68.56,1,1
2,09/24/2018 07:02:53 AM,09/24/2018 07:14:32 AM,N,1,74,263,1,1.89,9.5,0,0.5,2.06,0,,0.3,12.36,1,1
2,09/24/2018 07:03:01 AM,09/24/2018 07:35:12 AM,N,1,197,95,3,4.76,24,0,0.5,0,0,,0.3,24.8,2,1
2,09/24/2018 07:03:09 AM,09/24/2018 07:17:20 AM,N,1,157,226,1,2.74,11.5,0,0.5,0,0,,0.3,12.3,1,1
2,09/24/2018 07:03:13 AM,09/24/2018 07:27:43 AM,N,1,112,100,1,3.57,18,0,0.5,4.91,5.76,,0.3,31.42,1,1
2,09/24/2018 07:03:16 AM,09/24/2018 07:29:24 AM,N,1,75,97,1,9.89,30.5,0,0.5,0,0,,0.3,31.3,1,1
2,09/24/2018 07:03:27 AM,09/24/2018 07:08:36 AM,N,1,74,42,1,0.83,5.5,0,0.5,1.26,0,,0.3,7.56,1,1
2,09/24/2018 07:03:33 AM,09/24/2018 07:11:49 AM,N,1,244,243,1,1.82,8.5,0,0.5,0,0,,0.3,9.3,2,1
2,09/24/2018 07:03:36 AM,09/24/2018 07:12:20 AM,N,1,41,152,1,1.6,8,0,0.5,1.76,0,,0.3,10.56,1,1
2,09/24/2018 07:03:42 AM,09/24/2018 07:24:38 AM,N,1,130,252,3,7.66,25,0,0.5,6.45,0,,0.3,32.25,1,1
2,09/24/2018 07:03:57 AM,09/24/2018 07:27:44 AM,N,1,72,49,1,4.01,18,0,0.5,0,0,,0.3,18.8,1,1
2,09/24/2018 07:04:02 AM,09/24/2018 07:10:24 AM,N,1,75,237,1,1.23,6.5,0,0.5,1.82,0,,0.3,9.12,1,1
2,09/24/2018 07:04:02 AM,09/24/2018 07:58:36 AM,N,1,244,87,1,11.13,44,0,0.5,0,0,,0.3,44.8,1,1
2,09/24/2018 07:04:17 AM,09/24/2018 07:48:22 AM,N,1,61,179,1,10.77,37,0,0.5,0,0,,0.3,37.8,1,1
2,09/24/2018 07:04:30 AM,09/24/2018 08:33:35 AM,N,1,191,140,1,16.59,64.5,0,0.5,0,5.76,,0.3,71.06,1,1
2,09/24/2018 07:04:32 AM,09/24/2018 07:30:20 AM,N,1,185,244,1,5.81,21.5,0,0.5,0,0,,0.3,22.3,1,1
2,09/24/2018 07:04:33 AM,09/24/2018 07:11:16 AM,N,1,74,236,1,1.72,7.5,0,0.5,1.66,0,,0.3,9.96,1,1
2,09/24/2018 07:04:36 AM,09/24/2018 07:45:50 AM,N,1,76,38,1,8.83,35,0,0.5,0,0,,0.3,35.8,1,1
2,09/24/2018 07:04:40 AM,09/24/2018 07:43:30 AM,N,1,61,181,1,9.57,34.5,0,0.5,0,0,,0.3,35.3,1,1
2,09/24/2018 07:04:43 AM,09/24/2018 07:50:56 AM,N,1,242,56,1,9.88,35,0,0.5,0,5.76,,0.3,41.56,1,1
2,09/24/2018 07:04:47 AM,09/24/2018 07:11:15 AM,N,1,74,75,1,1.25,6.5,0,0.5,2.19,0,,0.3,9.49,1,1
2,09/24/2018 07:04:53 AM,09/24/2018 07:30:02 AM,N,1,32,126,1,4.54,20.5,0,0.5,0,0,,0.3,21.3,1,1
2,09/24/2018 07:04:58 AM,09/24/2018 07:29:25 AM,N,1,72,61,1,4,17.5,0,0.5,0,0,,0.3,18.3,1,1
2,09/24/2018 07:04:58 AM,09/24/2018 07:47:30 AM,N,1,165,33,1,6.74,30.5,0,0.5,0,0,,0.3,31.3,1,1
2,09/24/2018 07:05:07 AM,09/24/2018 07:12:49 AM,N,1,33,209,1,2.2,8.5,0,0.5,0,0,,0.3,9.3,2,1
2,09/24/2018 07:05:09 AM,09/24/2018 07:39:27 AM,N,1,222,61,1,4.78,23.5,0,0.5,0,0,,0.3,24.3,1,1
2,09/24/2018 07:05:09 AM,09/24/2018 07:10:28 AM,N,1,247,168,1,1.55,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,09/24/2018 07:05:12 AM,09/24/2018 08:08:10 AM,N,1,258,25,5,12.6,47,0,0.5,0,0,,0.3,47.8,1,1
1,09/24/2018 07:05:14 AM,09/24/2018 07:08:46 AM,N,1,24,151,1,0.7,4.5,0,0.5,1.05,0,,0.3,6.35,1,1
2,09/24/2018 07:05:19 AM,09/24/2018 07:10:23 AM,N,1,74,74,1,0.84,5.5,0,0.5,0,0,,0.3,6.3,1,1
2,09/24/2018 07:05:25 AM,09/24/2018 07:50:11 AM,N,1,183,76,1,16.11,47.5,0,0.5,0,5.76,,0.3,54.06,1,1
2,09/24/2018 07:05:30 AM,09/24/2018 07:10:39 AM,N,1,55,55,1,0.83,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,09/24/2018 07:05:43 AM,09/24/2018 07:58:30 AM,N,1,222,33,1,7.96,36,0,0.5,0,0,,0.3,36.8,1,1
2,09/24/2018 07:05:46 AM,09/24/2018 07:11:25 AM,N,1,145,145,1,1,6,0,0.5,1.7,0,,0.3,8.5,1,1
2,09/24/2018 07:06:03 AM,09/24/2018 07:47:11 AM,N,1,61,137,1,8.56,33,0,0.5,0,0,,0.3,33.8,1,1
2,09/24/2018 07:06:03 AM,09/24/2018 07:20:03 AM,N,1,74,236,1,2.41,11,0,0.5,0,0,,0.3,11.8,2,1
2,09/24/2018 07:06:13 AM,09/24/2018 07:15:51 AM,N,1,7,193,1,1.92,9,0,0.5,0,0,,0.3,9.8,2,1
2,09/24/2018 07:06:22 AM,09/24/2018 07:22:15 AM,N,1,145,66,6,6.19,19.5,0,0.5,3,0,,0.3,23.3,1,1
2,09/24/2018 07:06:25 AM,09/24/2018 08:14:33 AM,N,1,173,246,5,10.58,47.5,0,0.5,0,5.76,,0.3,54.06,1,1
2,09/24/2018 07:06:25 AM,09/24/2018 07:48:23 AM,N,1,66,237,1,7.95,32.5,0,0.5,0.02,0,,0.3,33.32,1,1
1,09/24/2018 07:06:27 AM,09/24/2018 07:07:08 AM,N,1,42,42,1,0,2.5,0,0.5,0,0,,0.3,3.3,3,1
2,09/24/2018 07:06:28 AM,09/24/2018 07:44:39 AM,N,1,76,188,1,5.14,26.5,0,0.5,0,0,,0.3,27.3,1,1
1,09/24/2018 07:06:32 AM,09/24/2018 07:15:36 AM,N,1,97,17,1,1.4,8,0,0.5,0,0,,0.3,8.8,2,1
2,09/24/2018 07:06:40 AM,09/24/2018 08:13:38 AM,N,1,205,65,2,16.6,54.5,0,0.5,0,0,,0.3,55.3,1,1
2,09/24/2018 07:06:41 AM,09/24/2018 07:13:38 AM,N,1,75,41,1,1.58,7.5,0,0.5,0,0,,0.3,8.3,1,1
2,09/24/2018 07:06:46 AM,09/24/2018 07:51:31 AM,N,3,33,1,1,15.59,67,0,0,15.96,12.5,,0.3,95.76,1,1
2,09/24/2018 07:06:49 AM,09/24/2018 08:00:10 AM,N,1,97,130,1,13.64,46,0,0.5,0,0,,0.3,46.8,1,1
2,09/24/2018 07:06:51 AM,09/24/2018 07:17:37 AM,N,1,74,75,1,1.2,8,0,0.5,1.76,0,,0.3,10.56,1,1
2,09/24/2018 07:06:58 AM,09/24/2018 08:15:17 AM,N,1,210,161,2,19.47,63,0,0.5,0,5.76,,0.3,69.56,1,1
2,09/24/2018 07:07:01 AM,09/24/2018 07:07:04 AM,N,5,49,17,1,0.04,25,0,0,5,0,,0,30,1,2
2,09/24/2018 07:07:03 AM,09/24/2018 07:56:50 AM,N,1,155,33,1,6.9,33,0,0.5,0,0,,0.3,33.8,1,1
2,09/24/2018 07:07:07 AM,09/24/2018 07:12:08 AM,N,1,55,55,1,1.09,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 07:07:09 AM,09/24/2018 07:36:50 AM,N,1,61,217,1,3.43,19.5,0,0.5,0,0,,0.3,20.3,2,1
2,09/24/2018 07:07:10 AM,09/24/2018 07:27:16 AM,N,1,145,138,2,7.25,23.5,0,0.5,2.43,0,,0.3,28.68,1,1
2,09/24/2018 07:07:24 AM,09/24/2018 07:20:48 AM,N,1,55,55,2,2.32,11,0,0.5,0,0,,0.3,11.8,2,1
2,09/24/2018 07:07:27 AM,09/24/2018 07:16:28 AM,N,1,244,235,1,1.95,8.5,0,0.5,1.4,0,,0.3,10.7,1,1
2,09/24/2018 07:07:41 AM,09/24/2018 07:21:55 AM,N,1,168,244,1,2.57,12.5,0,0.5,0,0,,0.3,13.3,2,1
2,09/24/2018 07:07:43 AM,09/24/2018 08:01:53 AM,N,1,205,61,1,11.53,42.5,0,0.5,0,0,,0.3,43.3,1,1
2,09/24/2018 07:07:47 AM,09/24/2018 07:23:48 AM,N,1,244,60,1,3.11,13,0,0.5,2.76,0,,0.3,16.56,1,1
1,09/24/2018 07:07:53 AM,09/24/2018 07:12:18 AM,N,1,112,112,1,1,5,0,0.5,0,0,,0.3,5.8,2,1
2,09/24/2018 07:07:54 AM,09/24/2018 07:12:59 AM,N,1,130,130,1,0.8,5.5,0,0.5,1.26,0,,0.3,7.56,1,1
2,09/24/2018 07:07:55 AM,09/24/2018 07:19:05 AM,N,1,75,162,1,3.25,12,0,0.5,3.2,0,,0.3,16,1,1
2,09/24/2018 07:07:57 AM,09/24/2018 07:11:52 AM,N,1,223,223,2,0.99,5.5,0,0.5,0,0,,0.3,6.3,2,1
1,09/24/2018 07:08:12 AM,09/24/2018 07:15:13 AM,N,1,41,236,2,1.6,7.5,0,0.5,1.65,0,,0.3,9.95,1,1
2,09/24/2018 07:08:13 AM,09/24/2018 07:30:01 AM,N,1,74,87,1,8.78,26,0,0.5,0,0,,0.3,26.8,1,1
2,09/24/2018 07:08:24 AM,09/24/2018 07:36:54 AM,N,1,81,18,3,4.01,20,0,0.5,0,0,,0.3,20.8,1,1
2,09/24/2018 07:08:38 AM,09/24/2018 07:19:59 AM,N,1,40,13,1,3.43,12.5,0,0.5,2,5.76,,0.3,21.06,1,1
2,09/24/2018 07:08:49 AM,09/24/2018 07:35:30 AM,N,1,222,71,1,4.64,21,0,0.5,0,0,,0.3,21.8,1,1
2,09/24/2018 07:08:55 AM,09/24/2018 08:42:50 AM,N,1,177,263,1,9.62,56,0,0.5,0,0,,0.3,56.8,1,1
2,09/24/2018 07:08:57 AM,09/24/2018 07:33:25 AM,N,1,74,75,1,1.3,15.5,0,0.5,0,0,,0.3,16.3,2,1
1,09/24/2018 07:08:57 AM,09/24/2018 07:18:10 AM,N,1,74,24,1,1.5,8.5,0,0.5,0.47,0,,0.3,9.77,1,1
2,09/24/2018 07:09:15 AM,09/24/2018 07:20:38 AM,N,1,75,74,1,1.05,9,0,0.5,0,0,,0.3,9.8,2,1
2,09/24/2018 07:09:18 AM,09/24/2018 07:35:59 AM,N,1,41,186,1,5.27,21.5,0,0.5,4.46,0,,0.3,26.76,1,1
2,09/24/2018 07:09:21 AM,09/24/2018 07:26:05 AM,N,1,130,121,1,2.33,13,0,0.5,0,0,,0.3,13.8,2,1
2,09/24/2018 07:09:27 AM,09/24/2018 07:21:11 AM,N,1,74,116,1,1.8,9.5,0,0.5,0,0,,0.3,10.3,2,1
2,09/24/2018 07:09:29 AM,09/24/2018 07:20:54 AM,N,1,74,75,1,1.41,8.5,0,0.5,1.86,0,,0.3,11.16,1,1
2,09/24/2018 07:09:32 AM,09/24/2018 07:34:49 AM,N,1,145,236,5,4.5,19,0,0.5,3.96,0,,0.3,23.76,1,1
1,09/24/2018 07:09:37 AM,09/24/2018 07:27:27 AM,N,1,37,82,1,4.9,18,0,0.5,1.88,0,,0.3,20.68,1,1
2,09/24/2018 07:09:42 AM,09/24/2018 07:25:32 AM,N,1,152,74,1,2.14,12,0,0.5,0,0,,0.3,12.8,1,1
2,09/24/2018 07:09:48 AM,09/24/2018 07:20:42 AM,N,1,74,75,1,1.17,8,0,0.5,0,0,,0.3,8.8,2,1
2,09/24/2018 07:09:50 AM,09/24/2018 07:25:03 AM,N,1,75,152,1,2.57,12,0,0.5,0,0,,0.3,12.8,2,1
2,09/24/2018 07:09:52 AM,09/24/2018 07:15:49 AM,N,1,55,55,1,0.87,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,09/24/2018 07:09:58 AM,09/24/2018 07:25:06 AM,N,1,181,65,1,2,11.5,0,0.5,3.08,0,,0.3,17.33,1,1
2,09/24/2018 07:10:04 AM,09/24/2018 07:27:18 AM,N,1,243,136,1,3,14,0,0.5,0,0,,0.3,14.8,1,1
2,09/24/2018 07:10:11 AM,09/24/2018 08:07:48 AM,N,1,35,257,1,6.75,36.5,0,0.5,0,0,,0.3,37.3,1,1
2,09/24/2018 07:10:14 AM,09/24/2018 07:16:44 AM,N,1,75,74,1,1.89,7.5,0,0.5,1.66,0,,0.3,9.96,1,1
2,09/24/2018 07:10:24 AM,09/24/2018 07:23:21 AM,N,1,95,56,1,2.02,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,09/24/2018 07:10:29 AM,09/24/2018 07:36:09 AM,N,1,182,235,1,3.3,17.5,0,0.5,0,0,,0.3,18.3,1,1
2,09/24/2018 07:10:32 AM,09/24/2018 07:21:01 AM,N,1,41,74,1,1.36,8.5,0,0.5,0,0,,0.3,9.3,1,1
2,09/24/2018 07:10:33 AM,09/24/2018 07:15:19 AM,N,1,74,168,1,1.19,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 07:10:37 AM,09/24/2018 07:43:50 AM,N,1,22,65,1,8.46,27.5,0,0.5,0,0,,0.3,28.3,1,1
2,09/24/2018 07:10:46 AM,09/24/2018 07:14:42 AM,N,1,263,75,1,0.69,5,0,0.5,1.16,0,,0.3,6.96,1,1
2,09/24/2018 07:10:54 AM,09/24/2018 07:17:53 AM,N,1,212,182,1,1.03,6.5,0,0.5,0,0,,0.3,7.3,1,1
2,09/24/2018 07:10:56 AM,09/25/2018 12:00:00 AM,N,1,33,162,1,5.72,27.5,0,0.5,0,0,,0.3,28.3,2,1
1,09/24/2018 07:11:07 AM,09/24/2018 07:22:44 AM,N,1,41,239,1,2.6,10.5,0,0.5,1.7,0,,0.3,13,1,1
2,09/24/2018 07:11:07 AM,09/24/2018 07:18:53 AM,N,1,41,42,1,1.4,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 07:11:10 AM,09/24/2018 08:02:26 AM,N,1,210,113,1,20.14,58.5,0,0.5,0,5.76,,0.3,65.06,1,1
2,09/24/2018 07:11:13 AM,09/24/2018 07:32:43 AM,N,1,145,138,6,8.33,25,0,0.5,5.16,0,,0.3,30.96,1,1
2,09/24/2018 07:11:13 AM,09/24/2018 07:20:35 AM,N,1,260,7,1,1.56,8,0,0.5,1.76,0,,0.3,10.56,1,1
2,09/24/2018 07:11:19 AM,09/24/2018 07:19:40 AM,N,1,244,42,1,1.45,7.5,0,0.5,0,0,,0.3,8.3,1,1
2,09/24/2018 07:11:19 AM,09/24/2018 07:15:44 AM,N,1,55,55,1,0,4.5,0,0.5,0,0,,0.3,5.3,2,1
2,09/24/2018 07:11:23 AM,09/24/2018 07:29:48 AM,N,1,91,123,1,3.82,15.5,0,0.5,0,0,,0.3,16.3,1,1
2,09/24/2018 07:11:28 AM,09/24/2018 07:22:11 AM,N,1,130,122,1,2.24,10.5,0,0.5,0,0,,0.3,11.3,2,1
2,09/24/2018 07:11:32 AM,09/24/2018 08:06:32 AM,N,1,197,42,1,13.23,44,0,0.5,0,5.76,,0.3,50.56,1,1
2,09/24/2018 07:11:43 AM,09/24/2018 08:24:55 AM,N,1,28,87,1,15,56.5,0,0.5,0,0,,0.3,57.3,1,1
2,09/24/2018 07:11:56 AM,09/24/2018 08:18:12 AM,N,1,78,229,1,11.27,46,0,0.5,0,0,,0.3,46.8,1,1
2,09/24/2018 07:11:57 AM,09/24/2018 07:16:30 AM,N,1,55,55,1,0.88,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,09/24/2018 07:12:06 AM,09/24/2018 07:19:15 AM,N,1,41,239,1,1.91,8,0,0.5,1.76,0,,0.3,10.56,1,1
2,09/24/2018 07:12:20 AM,09/24/2018 07:30:03 AM,N,1,41,161,1,4.1,15,0,0.5,1.5,0,,0.3,17.3,1,1
1,09/24/2018 07:12:22 AM,09/24/2018 07:23:27 AM,N,1,41,263,1,2.3,10,0,0.5,0,0,,0.3,10.8,2,1
2,09/24/2018 07:12:34 AM,09/24/2018 07:33:14 AM,N,1,129,130,1,7.03,23.5,0,0.5,0,0,,0.3,24.3,1,1
2,09/24/2018 07:12:36 AM,09/24/2018 07:15:49 AM,N,1,55,55,1,0.5,4,0,0.5,0,0,,0.3,4.8,2,1
2,09/24/2018 07:12:36 AM,09/24/2018 08:43:12 AM,N,1,205,170,1,17.62,66,0,0.5,0,5.76,,0.3,72.56,1,1
2,09/24/2018 07:12:36 AM,09/24/2018 07:18:16 AM,N,1,145,146,6,0.6,5.5,0,0.5,0,0,,0.3,6.3,2,1
1,09/24/2018 07:12:38 AM,09/24/2018 07:15:18 AM,N,1,223,7,1,0.7,4.5,0,0.5,0,0,,0.3,5.3,4,1
2,09/24/2018 07:12:48 AM,09/24/2018 07:22:33 AM,N,1,166,74,1,1.44,8.5,0,0.5,0,0,,0.3,9.3,2,1
2,09/24/2018 07:12:54 AM,09/24/2018 07:22:49 AM,N,1,260,138,2,2.97,11,0,0.5,1,0,,0.3,12.8,1,1
2,09/24/2018 07:12:58 AM,09/24/2018 07:28:36 AM,N,1,108,89,1,4,14.5,0,0.5,0,0,,0.3,15.3,1,1
2,09/24/2018 07:13:04 AM,09/24/2018 07:35:03 AM,N,1,119,41,1,2.72,15,0,0.5,0,0,,0.3,15.8,1,1
1,09/24/2018 07:13:08 AM,09/24/2018 07:22:51 AM,Y,1,82,56,1,1.4,7.5,0,0.5,0,0,,0.3,8.3,2,1
2,09/24/2018 07:13:16 AM,09/24/2018 07:16:02 AM,N,1,97,97,1,0.53,4,0,0.5,0,0,,0.3,4.8,2,1
2,09/24/2018 07:13:16 AM,09/24/2018 07:25:32 AM,N,1,129,7,1,2.4,10.5,0,0.5,2.26,0,,0.3,13.56,1,1
1,09/24/2018 07:13:18 AM,09/24/2018 07:17:53 AM,N,1,75,75,1,0.6,5,0,0.5,1.15,0,,0.3,6.95,1,1
2,09/24/2018 07:13:22 AM,09/24/2018 07:15:06 AM,N,1,42,42,1,0.38,3.5,0,0.5,0,0,,0.3,4.3,2,1
2,09/24/2018 07:13:25 AM,09/24/2018 07:17:02 AM,N,1,41,151,1,0.59,4.5,0,0.5,0,0,,0.3,5.3,2,1
2,09/24/2018 07:13:27 AM,09/24/2018 07:27:32 AM,N,1,33,13,1,3.78,14,0,0.5,3.7,0,,0.3,18.5,1,1
2,09/24/2018 07:13:38 AM,09/24/2018 07:19:34 AM,N,1,55,55,1,1.24,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,09/24/2018 07:13:40 AM,09/24/2018 07:28:27 AM,N,1,42,239,1,2.86,11.5,0,0.5,0,0,,0.3,12.3,2,1
2,09/24/2018 07:13:41 AM,09/24/2018 07:30:22 AM,N,1,74,238,2,4,15.5,0,0.5,1.8,0,,0.3,18.1,1,1
2,09/24/2018 07:13:54 AM,09/24/2018 07:31:43 AM,N,1,75,69,1,3.79,15,0,0.5,0,0,,0.3,15.8,2,1
2,09/24/2018 07:13:59 AM,09/24/2018 07:25:32 AM,N,1,75,143,1,3.02,11.5,0,0.5,0,0,,0.3,12.3,2,1
2,09/24/2018 07:14:03 AM,09/24/2018 08:00:32 AM,N,1,171,241,3,12.46,42,0,0.5,0,5.76,,0.3,48.56,2,1
2,09/24/2018 07:14:08 AM,09/24/2018 07:22:59 AM,N,1,36,225,1,1.36,7.5,0,0.5,0,0,,0.3,8.3,1,1
2,09/24/2018 07:14:15 AM,09/24/2018 08:19:49 AM,N,1,98,145,1,12.4,49,0,0.5,0,0,,0.3,49.8,1,1
1,09/24/2018 07:14:16 AM,09/24/2018 07:34:27 AM,N,1,75,247,1,4.7,18,0,0.5,0,0,,0.3,18.8,2,1
1,09/24/2018 07:14:19 AM,09/24/2018 07:25:26 AM,N,1,42,74,1,1.3,8.5,0,0.5,1.85,0,,0.3,11.15,1,1
2,09/24/2018 07:14:21 AM,09/24/2018 08:17:35 AM,N,1,130,137,1,13.31,47.5,0,0.5,0,5.76,,0.3,54.06,1,1
2,09/24/2018 07:14:28 AM,09/24/2018 07:27:13 AM,N,1,74,74,1,1,9,0,0.5,1.96,0,,0.3,11.76,1,1
2,09/24/2018 07:14:30 AM,09/24/2018 08:14:44 AM,N,1,29,140,1,17.52,55,0,0.5,0,5.76,,0.3,61.56,1,1
2,09/24/2018 07:14:41 AM,09/24/2018 08:18:55 AM,N,1,139,226,1,15.8,52,0,0.5,0,0,,0.3,52.8,1,1
2,09/24/2018 07:14:43 AM,09/24/2018 07:20:44 AM,N,1,74,41,1,0.88,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 07:14:46 AM,09/24/2018 07:20:14 AM,N,1,41,24,1,0.87,6,0,0.5,0,0,,0.3,6.8,2,1
2,09/24/2018 07:14:59 AM,09/24/2018 07:17:16 AM,N,1,244,244,1,0.54,4,0,0.5,0,0,,0.3,4.8,2,1
2,09/24/2018 07:15:11 AM,09/24/2018 07:24:58 AM,N,1,74,42,1,1.69,9,0,0.5,0,0,,0.3,9.8,1,1
2,09/24/2018 07:15:20 AM,09/24/2018 07:16:58 AM,N,1,74,74,1,0.42,3.5,0,0.5,0.86,0,,0.3,5.16,1,1
2,09/24/2018 07:15:26 AM,09/24/2018 08:12:39 AM,N,1,254,173,1,12.1,43,0,0.5,0,5.76,,0.3,49.56,1,1
2,09/24/2018 07:15:31 AM,09/24/2018 07:29:11 AM,N,1,75,233,5,3.72,13.5,0,0.5,2.57,0,,0.3,16.87,1,1
2,09/24/2018 07:15:34 AM,09/24/2018 07:55:49 AM,N,1,71,97,1,4.33,25,0,0.5,0,0,,0.3,25.8,1,1
2,09/24/2018 07:15:41 AM,09/24/2018 07:22:40 AM,N,1,75,74,2,1.03,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,09/24/2018 07:15:52 AM,09/24/2018 07:35:23 AM,N,1,256,179,1,4.76,18,0,0.5,2.82,0,,0.3,23.57,1,1
2,09/24/2018 07:15:52 AM,09/24/2018 08:08:38 AM,N,1,212,68,1,12.89,43,0,0.5,0,0,,0.3,43.8,1,1
2,09/24/2018 07:15:54 AM,09/24/2018 07:19:33 AM,N,1,244,120,1,0.53,3.5,0,0.5,0,0,,0.3,4.3,2,1
2,09/24/2018 07:15:58 AM,09/24/2018 07:24:03 AM,N,1,40,33,1,1.73,8,0,0.5,0,0,,0.3,8.8,2,1
2,09/24/2018 07:16:01 AM,09/24/2018 07:25:04 AM,N,1,223,70,1,3.58,12.5,0,0.5,0,0,,0.3,13.3,1,1
2,09/24/2018 07:16:10 AM,09/24/2018 07:36:08 AM,N,1,42,50,1,6.17,21,0,0.5,0,0,,0.3,21.8,1,1
2,09/24/2018 07:16:13 AM,09/24/2018 07:40:45 AM,N,1,258,82,1,4.39,18.5,0,0.5,0,0,,0.3,19.3,1,1
2,09/24/2018 07:16:15 AM,09/24/2018 08:20:48 AM,N,1,39,145,5,15.98,55,0,0.5,0,0,,0.3,55.8,1,1
